"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings","sex","maturity","percent.weight"
"2196","I",0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,"I","infant",0.822222222222222
"2197","I",0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11,"I","infant",1.29285714285714
"2198","I",0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,"I","infant",1.252
"2199","I",0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,"I","infant",0.883333333333333
"2200","F",0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21,"F","mature",0.897435897435898
"2201","F",0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13,"F","mature",1.18068181818182
"2202","F",0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,"F","mature",0.836274509803921
"2203","M",0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19,"M","mature",1.16779661016949
"2204","M",0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18,"M","mature",1.12872340425532
"2205","M",0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,"M","mature",1.34615384615385
"2206","I",0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,"I","infant",1.3452380952381
"2207","F",0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,"F","mature",1.2875
"2208","M",0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8,"M","mature",1.2962962962963
"2209","F",0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16,"F","mature",0.769172932330827
"2210","F",0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27,"F","mature",0.618095238095238
"2211","M",0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18,"M","mature",0.797540983606557
"2212","M",0.565,0.47,0.195,1.142,0.387,0.258,0.35,17,"M","mature",1.10571428571429
"2213","F",0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13,"F","mature",0.974038461538461
"2214","M",0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17,"M","mature",0.98859649122807
"2215","F",0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8,"F","mature",1.06451612903226
"2216","F",0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,"F","mature",1.12285714285714
"2217","I",0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7,"I","infant",1.17692307692308
"2218","F",0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,"F","mature",1.104
"2219","M",0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14,"M","mature",1.21666666666667
"2220","F",0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13,"F","mature",1.25526315789474
"2221","F",0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8,"F","mature",1.6975
"2222","M",0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,"M","mature",1.04155844155844
"2223","F",0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,"F","mature",0.85
"2224","F",0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,"F","mature",0.758974358974359
"2225","F",0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,"F","mature",1.12075471698113
"2226","M",0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,"M","mature",1.27142857142857
"2227","I",0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,"I","infant",1.01875
"2228","I",0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7,"I","infant",1.01666666666667
"2229","F",0.505,0.39,0.175,0.692,0.267,0.15,0.215,12,"F","mature",1.24186046511628
"2230","M",0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,"M","mature",1.07333333333333
"2231","M",0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,"M","mature",0.994545454545455
"2232","F",0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,"F","mature",1.07
"2233","F",0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,"F","mature",1.21186440677966
"2234","M",0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17,"M","mature",1.19714285714286
"2235","F",0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,"F","mature",1.12033898305085
"2236","M",0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13,"M","mature",0.993975903614458
"2237","F",0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15,"F","mature",1.27878787878788
"2238","M",0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17,"M","mature",0.97625
"2239","I",0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8,"I","infant",2.04545454545455
"2240","F",0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,"F","mature",1.315625
"2241","M",0.415,0.315,0.125,0.388,0.068,0.09,0.125,12,"M","mature",0.544
"2242","F",0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,"F","mature",1.216
"2243","F",0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7,"F","mature",0.937837837837838
"2244","M",0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,"M","mature",1.27575757575758
"2245","I",0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11,"I","infant",1.1
"2246","M",0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9,"M","mature",0.936585365853659
"2247","F",0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10,"F","mature",1.14285714285714
"2248","F",0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9,"F","mature",1.53
"2249","M",0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,"M","mature",1.10666666666667
"2250","F",0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12,"F","mature",1.0952380952381
"2251","M",0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11,"M","mature",1.57590361445783
"2252","M",0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13,"M","mature",1.31447368421053
"2253","F",0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14,"F","mature",1.08552631578947
"2254","F",0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11,"F","mature",1.775
"2255","M",0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,"M","mature",1.51037735849057
"2256","M",0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12,"M","mature",0.9
"2257","M",0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8,"M","mature",1.43142857142857
"2258","M",0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13,"M","mature",0.926315789473684
"2259","M",0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8,"M","mature",1.22962962962963
"2260","F",0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13,"F","mature",1.71525423728814
"2261","M",0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10,"M","mature",0.9859375
"2262","M",0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11,"M","mature",1.34259259259259
"2263","F",0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,"F","mature",1.04
"2264","F",0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13,"F","mature",1.815625
"2265","I",0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14,"I","infant",0.795652173913044
"2266","F",0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13,"F","mature",1.44435483870968
"2267","F",0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14,"F","mature",1.59305555555556
"2268","F",0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,"F","mature",0.930952380952381
"2269","F",0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13,"F","mature",1.17457627118644
"2270","M",0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12,"M","mature",1.46078431372549
"2271","F",0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18,"F","mature",1.596875
"2272","F",0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14,"F","mature",1.494
"2273","M",0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15,"M","mature",1.12672413793103
"2274","F",0.67,0.52,0.15,1.406,0.519,0.348,0.37,13,"F","mature",1.4027027027027
"2275","M",0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15,"M","mature",1.0963503649635
"2276","M",0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20,"M","mature",1.09438202247191
"2277","F",0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14,"F","mature",1.13521126760563
"2278","F",0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19,"F","mature",1.02235294117647
"2279","M",0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9,"M","mature",2.19117647058824
"2280","M",0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10,"M","mature",1.69487179487179
"2281","M",0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9,"M","mature",1.45806451612903
"2282","I",0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8,"I","infant",1.35135135135135
"2283","F",0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,"F","mature",1.78571428571429
"2284","I",0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7,"I","infant",1.768
"2285","I",0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9,"I","infant",1.605
"2286","I",0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9,"I","infant",1.635
"2287","F",0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9,"F","mature",1.65897435897436
"2288","F",0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,"F","mature",1.365
"2289","I",0.33,0.265,0.09,0.18,0.068,0.036,0.06,6,"I","infant",1.13333333333333
"2290","F",0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10,"F","mature",1.51052631578947
"2291","I",0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6,"I","infant",1.23076923076923
"2292","M",0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10,"M","mature",1.36486486486486
"2293","F",0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9,"F","mature",1.62631578947368
"2294","I",0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6,"I","infant",1.38181818181818
"2295","M",0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,"M","mature",1.51590909090909
"2296","F",0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10,"F","mature",1.16666666666667
"2297","F",0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13,"F","mature",1.288
"2298","M",0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8,"M","mature",1.66176470588235
"2299","I",0.415,0.325,0.1,0.385,0.167,0.08,0.125,7,"I","infant",1.336
"2300","I",0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8,"I","infant",1.66969696969697
"2301","F",0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,"F","mature",1.31904761904762
"2302","F",0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10,"F","mature",1.67391304347826
"2303","M",0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9,"M","mature",1.28461538461538
"2304","F",0.58,0.455,0.12,0.94,0.399,0.257,0.265,11,"F","mature",1.50566037735849
"2305","M",0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,"M","mature",1.48070175438597
"2306","F",0.55,0.415,0.135,0.775,0.302,0.179,0.26,23,"F","mature",1.16153846153846
"2307","F",0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12,"F","mature",1.32876712328767
"2308","F",0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16,"F","mature",0.967391304347826
"2309","M",0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11,"M","mature",1.14285714285714
"2310","M",0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13,"M","mature",1.1
"2311","F",0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13,"F","mature",1.144
"2312","M",0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,"M","mature",1.60588235294118
"2313","I",0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8,"I","infant",1.3625
"2314","M",0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16,"M","mature",1.18676470588235
"2315","F",0.58,0.475,0.135,0.925,0.391,0.165,0.275,14,"F","mature",1.42181818181818
"2316","M",0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17,"M","mature",1.08518518518519
"2317","M",0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13,"M","mature",1.366
"2318","M",0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13,"M","mature",0.863793103448276
"2319","F",0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12,"F","mature",1.255
"2320","F",0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15,"F","mature",1.31463414634146
"2321","I",0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10,"I","infant",1.20526315789474
"2322","M",0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14,"M","mature",0.990697674418605
"2323","M",0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,"M","mature",1.48863636363636
"2324","I",0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8,"I","infant",1.16842105263158
"2325","F",0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17,"F","mature",1.21578947368421
"2326","F",0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,"F","mature",1.2
"2327","M",0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11,"M","mature",0.770833333333333
"2328","M",0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13,"M","mature",1.2325
"2329","F",0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15,"F","mature",1.39375
"2330","I",0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,"I","infant",0.907843137254902
"2331","I",0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,"I","infant",1.31739130434783
"2332","M",0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,"M","mature",0.976119402985075
"2333","F",0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9,"F","mature",1.3093023255814
"2334","M",0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,"M","mature",1.27191011235955
"2335","F",0.8,0.63,0.195,2.526,0.933,0.59,0.62,23,"F","mature",1.50483870967742
"2336","M",0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23,"M","mature",1.18055555555556
"2337","F",0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18,"F","mature",1.41272727272727
"2338","M",0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11,"M","mature",1.63877551020408
"2339","M",0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,"M","mature",1.29381443298969
"2340","M",0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,"M","mature",1.24395604395604
"2341","F",0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11,"F","mature",1.42
"2342","I",0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7,"I","infant",1.34444444444444
"2343","I",0.255,0.185,0.07,0.075,0.028,0.018,0.025,6,"I","infant",1.12
"2344","I",0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6,"I","infant",1.125
"2345","M",0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21,"M","mature",1.18
"2346","F",0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17,"F","mature",1.12920353982301
"2347","F",0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,"F","mature",1.19011406844106
"2348","M",0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,"M","mature",1.39540229885057
"2349","M",0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16,"M","mature",1.49502982107356
"2350","F",0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,"F","mature",1.36577181208054
"2351","F",0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12,"F","mature",1.28009259259259
"2352","M",0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19,"M","mature",1.41296296296296
"2353","M",0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18,"M","mature",1.30476190476191
"2354","F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17,"F","mature",1.21333333333333
"2355","M",0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,"M","mature",1.55645161290323
"2356","M",0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13,"M","mature",1.35892857142857
"2357","M",0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,"M","mature",1.12875
"2358","M",0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,"M","mature",1.564
"2359","F",0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20,"F","mature",1.03883495145631
"2360","F",0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,"F","mature",1.19009900990099
"2361","F",0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,"F","mature",1.12641509433962
"2362","M",0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,"M","mature",1.372
"2363","F",0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,"F","mature",1.22073170731707
"2364","M",0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,"M","mature",1.51967213114754
"2365","F",0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,"F","mature",1.35172413793103
"2366","F",0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,"F","mature",1.45873015873016
"2367","M",0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19,"M","mature",1.733
"2368","M",0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,"M","mature",1.01458333333333
"2369","F",0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,"F","mature",1.21893939393939
"2370","I",0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,"I","infant",1.18166666666667
"2371","I",0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,"I","infant",1.54761904761905
"2372","M",0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,"M","mature",0.85
"2373","F",0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,"F","mature",1.31818181818182
"2374","F",0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,"F","mature",1.36756756756757
"2375","I",0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,"I","infant",1.15185185185185
"2376","M",0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,"M","mature",1.03571428571429
"2377","F",0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,"F","mature",1.41284403669725
"2378","I",0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,"I","infant",1.51239669421488
"2379","I",0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,"I","infant",1.32547169811321
"2380","F",0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,"F","mature",1.30612244897959
"2381","M",0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,"M","mature",1.1
"2382","M",0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,"M","mature",1.2
"2383","I",0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,"I","infant",1.5
"2384","F",0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,"F","mature",1.07857142857143
"2385","F",0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,"F","mature",1.25
"2386","F",0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,"F","mature",1.36071428571429
"2387","F",0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,"F","mature",1.46610169491525
"2388","I",0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,"I","infant",1.51803278688525
"2389","I",0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,"I","infant",1.12641083521445
"2390","M",0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,"M","mature",1.14583333333333
"2391","F",0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,"F","mature",1.187265917603
"2392","M",0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,"M","mature",1.59420289855072
"2393","M",0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,"M","mature",1.40495867768595
"2394","I",0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,"I","infant",1.32558139534884
"2395","I",0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,"I","infant",1.44736842105263
"2396","I",0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,"I","infant",1.3859375
"2397","I",0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,"I","infant",1.15428571428571
"2398","I",0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,"I","infant",1.33448275862069
"2399","I",0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,"I","infant",1.99736842105263
"2400","F",0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,"F","mature",1.48936170212766
"2401","I",0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,"I","infant",0.958823529411765
"2402","F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,"F","mature",1.53846153846154
"2403","I",0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,"I","infant",1.13571428571429
"2404","M",0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,"M","mature",1.18888888888889
"2405","I",0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,"I","infant",1.03
"2406","I",0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,"I","infant",1.67142857142857
"2407","F",0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,"F","mature",1.0984375
"2408","I",0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,"I","infant",1.44810126582278
"2409","I",0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,"I","infant",1.45606060606061
"2410","F",0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,"F","mature",1.03055555555556
"2411","F",0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,"F","mature",1.57784431137725
"2412","I",0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,"I","infant",1.21288515406162
"2413","M",0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,"M","mature",1.09375
"2414","F",0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,"F","mature",1.72647058823529
"2415","I",0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,"I","infant",0.984293193717278
"2416","M",0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,"M","mature",1.00442477876106
"2417","M",0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,"M","mature",0.873076923076923
"2418","M",0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,"M","mature",1.0375
"2419","F",0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,"F","mature",1.25483870967742
"2420","F",0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,"F","mature",1.2
"2421","M",0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,"M","mature",1.66666666666667
"2422","I",0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,"I","infant",0.809615384615385
"2423","F",0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,"F","mature",1.29152542372881
"2424","F",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,"F","mature",1.32105263157895
"2425","M",0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,"M","mature",1.46666666666667
"2426","I",0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,"I","infant",1.37692307692308
"2427","I",0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,"I","infant",0.952631578947369
"2428","M",0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,"M","mature",1.48333333333333
"2429","F",0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,"F","mature",1.60555555555556
"2430","M",0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,"M","mature",1.15714285714286
"2431","I",0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,"I","infant",0.959459459459459
"2432","F",0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,"F","mature",1.09072164948454
"2433","F",0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,"F","mature",1.11973684210526
"2434","F",0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,"F","mature",0.972972972972973
"2435","I",0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,"I","infant",1.11938775510204
"2436","F",0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,"F","mature",0.945454545454545
"2437","M",0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,"M","mature",0.838333333333333
"2438","I",0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,"I","infant",1.12727272727273
"2439","F",0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,"F","mature",0.921428571428571
"2440","F",0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,"F","mature",1.18333333333333
"2441","M",0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,"M","mature",1.39655172413793
"2442","M",0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,"M","mature",1.32941176470588
"2443","M",0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,"M","mature",1.28275862068966
"2444","F",0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,"F","mature",1.275
"2445","M",0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,"M","mature",1.51785714285714
"2446","M",0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,"M","mature",1.275
"2447","F",0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,"F","mature",1.02678571428571
"2448","I",0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,"I","infant",1.2
"2449","F",0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,"F","mature",1.24166666666667
"2450","F",0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,"F","mature",1.34730538922156
"2451","F",0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,"F","mature",1.28275862068966
"2452","M",0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,"M","mature",1.20833333333333
"2453","M",0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,"M","mature",1.015625
"2454","I",0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,"I","infant",1.234375
"2455","I",0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,"I","infant",1.42592592592593
"2456","I",0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,"I","infant",1.04545454545455
"2457","I",0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,"I","infant",1.24444444444444
"2458","I",0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,"I","infant",1.2
"2459","I",0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,"I","infant",1.13636363636364
"2460","F",0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,"F","mature",1.11033519553073
"2461","M",0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,"M","mature",1.06578947368421
"2462","F",0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,"F","mature",0.972222222222222
"2463","M",0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,"M","mature",1.10769230769231
"2464","M",0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,"M","mature",0.990476190476191
"2465","F",0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,"F","mature",1.28372093023256
"2466","M",0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,"M","mature",1.52777777777778
